MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_NaN,MasVnrArea_NaN,GarageYrBlt_NaN,YearBuilt_diff,YearRemodAdd_diff,GarageYrBlt_diff,SalePrice
60,4,4.330733340286331,9.16858043772795,1,3,3,1,4,2,16,5,1,4,4,8,5,2004,2005,2,1,10,10,2,344.0,2,3,4,1,3,2,5,0,5,0,1143,1143,2,4,1,3,7.04141166379481,1330,0,7.813187267521416,0,0,2,1,4,1,2,9,4,1,4,2,2004,1,3,852,2,2,2,192,151,0,0,0,0,0,10,2007,3,4,0,0,0,3,2,3,317000
20,4,4.0943445622221,9.898475010712584,1,3,3,1,4,2,22,2,1,4,5,7,5,1970,1989,2,1,6,6,2,287.0,3,3,3,2,3,1,4,912,5,0,1035,1947,2,3,1,3,7.699389406256737,0,0,7.699389406256737,1,0,2,0,3,1,3,7,2,1,4,4,1970,1,2,576,2,2,2,301,0,0,0,0,0,0,7,2010,3,4,1,0,0,40,21,40,180000
20,4,4.276666119016055,9.274722630905451,1,2,3,1,4,2,21,5,1,4,5,7,5,2003,2003,2,1,10,10,2,167.0,2,3,4,2,3,2,4,1013,5,0,440,1453,2,4,1,3,7.2991214627108,0,0,7.2991214627108,1,0,2,0,3,1,2,7,4,0,4,4,2003,1,2,558,2,2,2,144,29,0,0,0,0,0,6,2007,3,4,0,0,0,4,4,4,226000
30,3,3.8501476017100575,8.435549202375727,1,3,3,1,3,2,20,3,1,4,5,4,6,1945,1950,2,1,8,9,3,0.0,3,2,3,3,3,3,5,0,5,0,747,747,2,3,1,3,6.616065185132817,0,0,6.616065185132817,0,0,1,0,2,1,3,4,4,0,4,4,1945,2,1,220,2,2,2,0,0,0,0,0,0,0,6,2010,3,4,0,0,0,65,60,65,80000
50,4,4.394449154672439,9.654577374584886,1,3,3,1,3,2,6,5,1,4,3,7,4,1953,1953,2,1,4,0,3,0.0,2,3,3,3,3,3,2,603,5,0,701,1304,1,3,1,3,7.173191742486599,983,0,7.734996194022781,0,0,2,0,3,1,3,7,4,1,3,4,1953,0,2,667,2,2,2,0,21,114,0,0,0,0,7,2006,3,4,0,0,0,53,53,53,225000
20,4,4.553876891600541,9.521568058002975,1,2,3,1,4,2,22,5,1,4,5,7,6,1973,1973,2,1,6,6,2,1115.0,3,2,3,2,3,1,3,1880,5,0,343,2223,2,4,1,3,7.706612913964197,0,0,7.706612913964197,1,0,2,0,3,1,3,8,4,2,4,4,1973,0,2,516,2,2,2,300,0,0,0,0,0,0,2,2007,3,4,0,0,0,34,34,34,244000
20,4,4.23410650459726,8.935771938669784,1,3,3,1,3,2,10,5,1,4,5,4,6,1982,2006,2,1,9,6,3,0.0,3,3,3,3,3,3,3,565,5,0,280,845,2,3,1,3,6.739336627357174,0,0,6.739336627357174,1,0,1,0,2,1,3,4,4,0,4,3,1987,2,2,360,2,2,2,0,0,0,0,0,0,0,6,2007,3,4,0,0,0,25,1,20,129500
60,4,4.30406509320417,9.224341891611996,1,2,3,1,3,2,17,5,1,4,4,7,5,1998,1998,2,1,10,10,2,40.0,3,3,4,2,3,3,5,0,5,0,832,832,2,2,1,3,6.785587645007929,833,0,7.4489161025442,0,0,2,1,3,1,3,7,4,1,3,4,1998,0,2,427,2,2,2,0,94,0,0,291,0,0,12,2009,3,4,0,0,0,11,11,11,185000
20,4,4.442651256490317,9.230142999272362,1,3,3,1,4,2,22,5,1,4,5,5,7,1954,2003,2,1,7,7,2,104.0,3,3,3,3,3,3,3,320,2,362,404,1086,2,2,1,3,6.990256500493881,0,0,6.990256500493881,1,0,1,0,3,1,3,6,4,0,4,4,1989,2,2,490,2,2,2,0,0,0,0,0,0,0,5,2010,3,4,0,0,0,56,7,21,144900
50,3,4.0943445622221,8.663887570567042,1,3,3,1,3,2,20,5,1,4,4,3,6,1915,1950,0,1,10,10,3,0.0,2,2,3,0,3,3,5,0,5,0,840,840,2,2,0,3,6.733401891837359,765,0,7.380879035564116,0,0,2,0,3,2,3,8,4,0,4,3,1915,2,1,379,2,2,2,0,0,202,0,0,0,0,5,2010,3,4,0,0,0,95,60,95,107400
180,3,3.044522437723423,7.375255778009754,1,3,3,1,4,2,2,5,1,1,2,4,5,1973,1973,2,1,5,5,3,0.0,3,3,3,2,3,1,4,462,5,0,0,462,2,3,1,3,6.26530121273771,462,0,6.895682697747868,1,0,1,0,2,1,3,5,4,0,4,2,1973,2,1,297,2,2,2,120,101,0,0,0,0,0,11,2009,3,4,0,0,0,36,36,36,91000
20,4,4.0943445622221,9.044875932248653,1,2,3,1,4,2,22,5,1,4,5,4,7,1956,1956,2,1,10,10,3,0.0,3,3,3,3,3,3,3,228,5,0,724,952,2,4,1,2,6.858565034791365,0,0,6.858565034791365,0,0,1,0,2,1,3,4,4,0,4,3,1956,2,1,283,2,2,2,0,0,0,0,0,0,0,4,2008,3,4,1,0,0,52,52,52,135750
50,3,3.912023005428146,9.06357899058078,1,3,3,1,4,2,12,5,1,4,3,5,5,1948,2001,2,1,7,7,3,0.0,3,3,3,3,3,3,2,336,0,41,295,672,2,3,1,3,6.977281341630747,213,0,7.158513997329321,1,0,1,0,2,1,3,6,2,0,4,3,1948,2,1,240,2,2,2,0,0,0,0,0,0,0,1,2008,3,4,0,0,0,60,7,60,127000
90,4,4.276666119016055,9.285262298493445,1,3,3,1,4,2,15,5,1,2,5,4,5,1968,1968,1,1,9,8,3,0.0,3,3,3,3,3,3,5,0,5,0,1768,1768,2,3,0,3,7.477604243197589,0,0,7.477604243197589,0,0,2,0,4,2,3,8,4,0,4,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,4,2010,3,4,0,0,1,42,42,5,136500
50,3,4.0943445622221,9.25339986143663,1,3,3,1,3,2,20,5,1,4,4,5,6,1910,1981,2,1,7,7,3,0.0,3,3,4,3,3,3,5,0,5,0,440,440,2,2,1,3,6.525029657843462,548,0,7.114769448366463,0,0,1,1,2,1,3,5,4,0,4,3,1966,2,2,440,2,2,2,74,0,128,0,0,0,0,5,2009,3,4,0,0,0,99,28,43,110000
60,4,4.605170185988092,9.472704636443671,1,3,3,1,3,2,22,5,1,4,4,6,6,1968,1968,2,1,10,10,2,576.0,3,2,3,2,3,3,1,448,5,0,448,896,2,3,1,3,7.074963197966044,960,0,7.669495251007694,0,0,2,1,4,1,2,8,4,1,4,4,1968,0,1,509,2,2,2,0,72,0,0,252,0,0,6,2009,3,4,0,0,0,41,41,41,193500
120,3,3.4657359027997265,8.411832675758411,1,3,3,1,1,2,10,5,1,3,5,6,5,1998,1998,1,1,10,10,2,443.0,3,2,4,1,2,3,4,1201,5,0,36,1237,2,4,1,3,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,3,5,4,0,4,4,1998,0,2,405,2,2,2,0,199,0,0,0,0,0,3,2006,3,4,0,0,0,8,8,8,153500
20,4,4.356708826689592,9.230731061623915,1,3,3,1,4,2,18,5,1,4,5,8,5,2007,2007,2,1,10,10,1,468.0,3,3,4,2,3,3,4,33,5,0,1530,1563,2,4,1,3,7.354362330421477,0,0,7.354362330421477,0,0,2,0,3,1,2,6,4,1,4,4,2007,1,3,758,2,2,2,144,99,0,0,0,0,0,10,2008,3,4,0,0,0,1,1,1,245000
20,4,4.382026634673881,9.092907275084087,1,2,3,1,4,2,22,5,1,4,5,5,5,1960,1960,2,1,8,9,0,66.0,3,3,3,3,3,3,5,0,5,0,1065,1065,2,2,1,3,6.970730078143525,0,0,6.970730078143525,0,0,1,1,3,1,3,6,4,0,4,3,1974,2,2,461,2,2,2,74,0,0,0,0,0,0,7,2007,1,4,0,0,0,47,47,33,126500
80,4,4.0943445622221,9.051344640485723,1,2,3,1,4,2,17,5,1,4,2,7,5,1995,1996,2,1,9,8,2,22.0,3,3,4,2,3,3,5,0,5,0,384,384,2,2,1,3,6.689599269178967,670,0,7.295735072749282,0,0,2,1,3,1,3,7,4,1,3,2,1995,0,2,400,2,2,2,120,72,0,0,0,0,700,5,2009,3,4,1,0,0,14,13,14,168500
60,4,4.795790545596741,9.68402471906149,1,3,3,1,3,2,9,5,1,4,4,8,5,1991,1992,1,1,9,8,2,284.0,2,3,3,2,3,3,5,0,5,0,1288,1288,2,4,1,3,7.170888478512505,1116,0,7.790282380703483,0,0,2,1,4,1,2,9,4,1,3,4,1991,2,2,462,2,2,2,127,82,0,0,0,0,0,4,2006,3,4,0,0,0,15,14,15,260000
60,4,4.804021044733257,9.3852176218809,1,1,3,1,4,2,17,5,1,4,4,6,5,2005,2005,2,1,10,10,3,0.0,2,3,4,2,3,2,5,0,5,0,684,684,2,4,1,3,6.52795791762255,876,0,7.352441100243583,0,0,2,1,3,1,2,6,4,1,4,2,2005,0,2,400,2,2,2,100,38,0,0,0,0,0,3,2009,3,4,0,0,0,4,4,4,174000
160,2,3.688879454113936,8.281723990411392,1,3,3,1,3,2,18,5,1,3,4,6,5,2009,2009,2,1,10,10,1,76.0,2,3,4,2,3,2,5,0,5,0,612,612,2,4,1,3,6.416732282512326,612,0,7.109879463072272,0,0,2,1,2,1,2,4,4,0,4,3,2009,1,2,528,2,2,2,0,234,0,0,0,0,0,6,2009,2,3,0,0,0,0,0,0,164500
50,0,4.653960350157523,9.0442857876461,1,2,3,1,3,2,7,4,0,4,3,3,2,1915,1982,1,1,6,6,3,0.0,0,1,3,3,1,3,5,0,5,0,1013,1013,2,3,0,3,6.920671504248683,0,513,7.330405211844402,0,0,1,0,2,1,0,6,4,0,4,4,2005,2,0,0,2,2,1,0,0,156,0,0,0,0,10,2009,0,2,0,0,1,94,27,4,85000
20,4,4.0943445622221,8.995908761263994,1,3,3,1,4,2,21,5,1,4,5,4,5,1994,1995,2,1,10,10,3,0.0,3,3,4,2,3,3,4,588,5,0,402,990,2,4,1,3,6.897704943128636,0,0,6.897704943128636,1,0,1,0,3,1,3,5,4,0,4,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,8,2007,3,4,0,0,1,13,12,2,123600
20,4,4.0943445622221,8.881836305004146,1,3,3,1,4,2,22,5,1,4,5,4,5,1950,1950,2,1,4,7,3,0.0,3,3,1,3,3,3,5,0,5,0,0,0,2,3,1,2,6.946975992135418,0,0,6.946975992135418,0,0,1,0,2,1,3,4,4,0,4,3,1950,2,2,420,2,2,2,0,29,0,0,0,0,0,7,2006,3,4,0,0,0,56,56,56,109900
20,4,4.442651256490317,9.047821442478408,1,3,3,1,4,2,22,5,1,4,5,5,3,1961,1961,1,1,9,8,0,203.0,3,3,3,3,3,3,1,600,5,0,635,1235,2,3,1,3,7.118826249062078,0,0,7.118826249062078,0,0,1,0,2,1,3,6,4,0,4,4,1961,2,2,480,2,2,2,0,0,0,0,0,0,0,12,2006,3,2,0,0,0,45,45,45,98600
30,4,4.382026634673881,9.500020447090638,1,2,1,1,4,2,11,5,1,4,5,5,7,1921,2006,2,1,7,7,3,0.0,3,2,2,2,3,3,3,713,5,0,163,876,2,4,1,3,6.871091294610546,0,0,6.871091294610546,1,0,1,0,2,1,3,5,4,0,4,3,1921,2,2,432,2,2,2,0,0,44,0,0,0,0,8,2009,3,4,0,0,0,88,3,88,163500
190,0,4.0943445622221,8.881836305004146,1,3,3,1,3,2,20,5,1,0,0,6,6,1910,1998,1,1,8,9,3,0.0,3,3,2,3,1,0,1,1046,5,0,168,1214,1,4,0,3,7.138866999945524,1031,0,7.736743682453495,0,1,2,0,4,2,3,9,4,1,4,3,1900,2,2,506,2,2,2,0,0,0,0,99,0,0,11,2007,3,4,0,0,0,97,9,107,133900
60,4,4.23410650459726,9.141740280483926,1,2,3,1,4,2,21,5,1,4,4,6,5,1997,1997,2,1,10,10,3,0.0,3,2,4,2,3,3,4,648,5,0,176,824,2,4,1,3,6.807934943699926,881,0,7.487733761436444,1,0,2,1,3,1,2,7,4,0,4,4,1997,1,2,684,2,2,2,0,162,0,0,0,0,0,5,2007,3,4,0,0,0,10,10,10,204750
60,4,4.0943445622221,9.186559843310778,1,1,3,1,3,2,17,5,1,4,4,6,8,1993,1993,2,1,10,10,2,68.0,1,2,4,2,2,3,3,310,5,0,370,680,2,2,1,3,6.522092798170152,790,0,7.293017679772782,0,0,2,1,3,1,3,6,4,1,3,2,1993,0,2,420,2,2,2,232,63,0,0,0,0,480,4,2009,3,4,1,0,0,16,16,16,185000
20,4,4.356708826689592,9.236397906295473,1,2,3,1,4,2,21,5,1,4,5,7,5,1999,1999,2,1,10,10,2,183.0,2,3,4,2,3,2,3,1162,5,0,426,1588,2,4,1,3,7.370230641807081,0,0,7.370230641807081,0,0,2,0,3,1,2,6,4,0,4,4,1999,1,2,472,2,2,2,158,29,0,0,0,0,0,8,2006,3,4,0,0,0,7,7,7,214000
20,4,4.290459441148391,9.298442820197728,1,3,1,1,4,2,19,5,1,4,5,4,5,1965,1965,1,1,9,8,2,48.0,3,3,3,3,3,3,1,520,5,0,440,960,2,3,1,1,6.866933284461882,0,0,6.866933284461882,1,0,1,0,3,1,3,6,4,0,4,4,1965,0,1,432,2,2,0,120,0,0,0,0,0,0,5,2007,3,4,0,0,0,42,42,42,94750
30,4,4.442651256490317,9.270964993792616,1,3,3,1,3,2,19,5,1,4,5,5,5,1920,1950,2,1,7,7,3,0.0,3,3,2,3,3,3,3,108,5,0,350,458,2,1,0,3,6.727431724850855,0,0,6.727431724850855,0,0,1,0,2,1,3,5,4,0,4,1,1920,2,1,366,1,2,2,0,0,77,0,0,0,400,5,2010,1,2,0,0,0,90,60,90,83000
20,4,4.343805421853684,9.139917907679637,1,2,3,1,4,2,22,5,1,4,5,4,5,1959,1959,2,1,6,6,3,0.0,3,3,3,3,3,3,3,569,5,0,381,950,2,1,1,3,7.110696122978827,0,0,7.110696122978827,1,0,1,1,3,1,3,6,4,0,4,4,2005,2,0,0,2,2,2,352,0,0,0,0,0,400,1,2010,3,4,0,0,1,51,51,5,128950
20,4,4.0943445622221,9.268892258925796,1,2,3,1,4,2,14,5,1,4,5,6,7,1977,2001,2,1,6,6,2,28.0,3,3,4,3,3,0,3,1200,5,0,410,1610,2,2,1,3,7.383989457978509,0,0,7.383989457978509,1,0,2,0,3,1,2,6,4,2,3,4,1977,1,2,480,2,2,2,168,68,0,0,0,0,0,2,2010,3,4,1,0,0,33,9,33,205000
60,4,4.343805421853684,9.127610724377186,1,3,3,1,4,2,13,5,1,4,4,6,5,1985,1985,2,1,9,8,2,336.0,2,3,3,2,3,3,5,0,5,0,741,741,2,3,1,3,6.884486652042782,755,0,7.4570320891223805,0,0,2,1,3,1,2,7,4,1,3,4,1985,0,2,476,2,2,2,192,46,0,0,0,0,0,6,2010,3,4,0,0,0,25,25,25,178000
90,4,4.158883083359672,8.85623355614316,1,3,2,1,4,2,13,5,1,2,5,5,5,1979,1979,2,1,9,8,3,0.0,3,1,1,3,3,3,5,0,5,0,0,0,2,3,1,3,7.336285660021297,0,0,7.336285660021297,0,0,2,0,4,2,3,8,4,0,4,4,1979,2,2,410,2,2,2,0,0,0,0,0,0,0,6,2009,3,0,0,0,0,30,30,30,118964
20,4,4.543294782270004,9.249753374333018,1,2,3,1,3,2,21,5,1,4,5,7,5,2009,2009,2,1,10,10,3,0.0,3,3,4,2,3,3,5,0,5,0,1226,1226,2,4,1,3,7.111512116496157,0,0,7.111512116496157,0,0,2,0,3,1,2,6,4,0,4,4,2009,1,3,740,2,2,2,0,36,0,0,0,0,0,5,2010,3,4,0,0,0,1,1,1,198900
50,3,4.0943445622221,8.956479847999912,1,3,3,1,3,2,7,5,1,4,3,7,4,1931,1950,2,1,2,2,2,600.0,3,1,4,3,3,3,0,224,5,0,816,1040,2,4,1,1,7.111512116496157,592,0,7.505492274737424,0,0,1,1,4,1,3,7,4,2,3,3,1951,2,1,240,2,2,2,0,0,0,0,184,0,0,6,2007,3,4,1,0,0,76,57,56,169500
60,2,4.31748811353631,9.14580185083861,1,3,3,1,4,2,18,5,1,4,4,8,5,2003,2004,1,1,10,10,2,768.0,2,3,4,1,3,3,5,0,5,0,1053,1053,2,4,1,3,6.959398512133975,939,0,7.596894438144544,0,0,2,1,3,1,2,9,4,1,4,4,2003,1,2,648,2,2,2,140,45,0,0,0,0,0,8,2008,3,4,0,0,0,5,4,5,250000
30,3,4.0943445622221,9.287301413112312,1,3,3,1,4,2,20,5,1,4,5,4,7,1885,1995,0,1,10,10,3,0.0,3,3,2,0,3,3,5,0,5,0,641,641,2,2,1,3,6.953684210870537,0,0,6.953684210870537,0,0,1,0,2,1,3,6,4,0,4,3,1954,2,1,273,1,1,1,0,0,0,0,0,0,450,8,2007,3,4,0,0,0,122,12,53,100000
20,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,20,5,1,4,5,5,5,1948,1950,2,1,10,10,3,0.0,3,3,3,3,3,3,3,104,2,169,516,789,2,4,1,3,6.670766320845874,0,0,6.670766320845874,0,0,1,0,2,1,3,5,4,0,4,3,1948,2,1,250,2,2,2,0,0,0,0,0,0,0,4,2008,3,3,0,0,0,60,58,60,115000
50,3,4.442651256490317,9.047821442478408,1,3,3,1,3,2,7,3,1,4,3,5,7,1919,2005,2,1,5,5,3,0.0,3,3,3,3,3,3,5,0,5,0,793,793,1,3,0,1,6.904750769961838,520,0,7.324489979348532,0,0,2,0,3,1,0,7,4,0,4,4,2005,2,0,0,2,2,1,0,0,144,0,0,0,0,8,2007,3,4,0,0,1,88,2,2,115000
20,4,4.653960350157523,9.37169362233394,1,2,3,1,4,2,14,5,1,4,5,6,6,1977,1977,1,1,6,6,2,480.0,3,3,3,2,3,3,2,705,5,0,1139,1844,2,4,1,3,7.519692404116539,0,0,7.519692404116539,0,0,2,0,3,1,3,7,4,1,3,4,1977,1,2,546,2,2,2,0,122,0,0,0,0,0,1,2010,1,4,0,0,0,33,33,33,190000
50,4,4.31748811353631,9.1616751999949,1,3,3,1,4,2,19,5,1,4,3,6,4,1954,1972,2,1,7,7,3,0.0,3,3,3,3,1,3,1,444,5,0,550,994,2,2,1,3,7.103322062526113,639,0,7.525639975041535,0,0,2,0,4,1,3,7,4,0,4,4,1954,2,1,325,2,2,2,182,0,0,0,0,0,0,10,2006,3,4,0,0,0,52,34,52,136900
80,4,4.0943445622221,8.955448122347393,1,2,3,1,4,2,17,5,1,4,2,7,5,2000,2000,2,1,10,10,3,0.0,3,3,4,2,3,3,4,250,5,0,134,384,2,4,1,3,6.651571873589727,656,0,7.265429723253953,0,0,2,1,3,1,3,7,4,1,3,2,2000,0,2,400,2,2,2,180,0,0,0,0,0,0,4,2010,3,4,1,0,0,10,10,10,180000
60,4,4.343805421853684,9.206834232646894,1,3,3,1,4,2,21,5,1,4,4,7,5,2007,2007,2,1,10,10,1,220.0,2,3,4,1,3,2,4,984,5,0,280,1264,2,4,1,3,7.156176637480615,1414,0,7.899524472032198,1,0,2,1,4,1,1,10,4,1,4,2,2007,0,3,792,2,2,2,120,184,0,0,168,0,0,10,2007,2,3,0,0,0,0,0,0,383970
20,4,4.0943445622221,9.95227771670556,1,3,2,1,3,2,11,5,1,4,5,6,5,1953,1953,1,1,7,7,2,184.0,3,2,3,2,3,0,3,35,4,869,905,1809,2,3,1,3,7.7226775164680035,0,0,7.7226775164680035,1,0,2,0,3,1,2,7,4,2,4,1,1953,2,2,450,2,2,2,166,120,192,0,0,0,0,10,2007,1,2,1,0,0,54,54,54,217000
70,4,4.110873864173311,8.889997357284841,1,2,3,1,4,1,11,5,1,4,4,6,8,1945,2002,0,1,7,7,3,0.0,3,3,3,3,3,3,3,774,3,150,104,1028,2,4,1,3,7.269616749608169,884,0,7.749322464660356,1,0,2,1,3,1,2,9,4,1,3,3,1945,2,1,180,2,2,2,224,0,0,0,0,0,0,7,2007,3,4,0,0,0,62,5,62,259500
160,2,3.5263605246161616,8.080237416216702,1,3,3,1,3,2,18,5,1,3,4,6,5,1999,1999,2,1,8,9,2,1129.0,3,3,4,2,3,3,4,419,5,0,310,729,2,2,1,3,6.591673732008658,729,0,7.284820912568604,0,0,2,1,2,1,3,5,4,1,2,3,1999,2,2,440,2,2,2,0,32,0,0,0,0,0,6,2007,3,4,0,0,0,8,8,8,176000
20,4,4.0943445622221,9.360138737064576,1,3,3,1,4,2,15,5,1,4,5,5,5,1962,1962,2,1,7,7,2,116.0,3,3,3,3,3,3,0,170,2,670,252,1092,2,3,1,3,6.9957661563048505,0,0,6.9957661563048505,0,1,1,0,3,1,3,6,4,1,0,4,1962,2,1,288,2,2,2,0,20,144,0,0,0,0,9,2009,3,4,1,0,0,47,47,47,139000
20,4,4.30406509320417,9.05204779298159,1,3,3,1,3,2,19,5,1,4,5,5,5,2006,2007,2,1,10,10,3,0.0,3,3,4,2,3,3,5,0,5,0,1125,1125,2,2,1,3,7.025538314638521,0,0,7.025538314638521,0,0,1,1,2,1,3,5,4,0,4,4,2007,2,2,430,2,2,2,80,64,0,0,0,0,0,4,2007,2,3,0,0,0,1,0,0,155000
60,4,4.499809670330265,9.4235143922529,1,3,3,1,3,2,13,5,1,4,4,7,5,1990,1990,1,1,6,6,3,0.0,3,3,4,2,3,0,4,1470,5,0,203,1673,2,2,1,3,7.4377951216719325,1523,0,8.07775756373692,1,0,3,0,5,1,2,11,4,2,3,4,1990,2,3,594,2,2,2,367,0,0,0,0,0,0,5,2010,3,4,0,0,0,20,20,20,320000
60,4,4.174387269895637,9.0432226489245,1,3,3,1,4,2,21,5,1,4,4,6,5,2005,2006,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,728,728,2,4,1,3,6.590301048196686,728,0,7.283448228756631,0,0,2,1,3,1,2,8,4,1,4,4,2005,0,2,390,2,2,2,0,24,0,0,0,0,0,7,2006,2,3,0,0,0,1,0,1,163990
80,4,4.0943445622221,9.973619774716504,1,2,0,1,2,0,6,5,1,4,2,6,5,1969,1969,0,0,6,6,3,0.0,3,3,3,3,3,1,3,938,5,0,0,938,2,4,1,3,6.895682697747868,0,0,6.895682697747868,1,0,1,0,1,1,3,4,4,2,3,4,1969,2,2,540,2,2,2,0,130,0,130,0,0,0,10,2006,3,4,1,0,0,37,37,37,180000
50,3,3.912023005428146,8.70946507906336,1,3,3,1,4,2,7,5,1,4,3,4,5,1939,1950,2,1,1,0,3,0.0,3,3,4,3,3,3,5,0,5,0,732,732,2,2,1,3,6.648984550024776,351,0,7.023758954738443,0,0,1,0,3,1,3,4,4,0,4,3,1979,2,1,264,2,2,0,0,0,140,0,0,0,0,6,2007,3,4,0,0,0,68,57,28,100000
20,4,4.31748811353631,9.155250405658222,1,3,3,1,3,2,22,5,1,4,5,6,7,1958,1958,1,1,8,9,2,135.0,3,2,3,3,3,3,2,570,5,0,510,1080,2,2,1,3,6.984716320118266,0,0,6.984716320118266,0,0,1,0,3,1,3,5,4,0,4,4,1958,2,1,288,2,2,2,0,0,0,0,130,0,0,6,2008,3,4,0,0,0,50,50,50,136000
120,4,4.007333185232471,8.973604867142505,1,3,3,1,4,2,13,5,1,3,5,6,5,1993,1993,2,1,6,6,3,0.0,2,3,4,2,3,3,4,300,5,0,899,1199,2,4,1,3,7.089243155027514,0,0,7.089243155027514,0,0,2,0,2,1,2,5,4,0,4,4,1993,1,2,530,2,2,2,0,63,0,0,0,0,0,3,2008,3,4,0,0,0,15,15,15,153900
20,4,3.871201010907891,9.743494841225235,1,2,3,1,2,2,14,5,1,4,5,6,5,1979,1998,2,1,9,8,3,0.0,3,2,3,2,1,3,5,0,5,0,1362,1362,2,3,1,3,7.368970402194793,0,0,7.368970402194793,0,0,2,0,3,1,3,7,4,1,3,4,1979,2,2,435,2,2,2,192,0,0,0,0,0,0,1,2009,3,4,0,0,0,30,11,30,181000
190,3,4.0943445622221,8.821732380934442,1,3,3,1,4,2,7,5,1,0,3,6,8,1935,1982,2,1,7,7,3,0.0,3,1,3,3,3,2,4,490,5,0,30,520,2,2,0,3,6.253828811575473,0,234,6.625392368007956,1,0,1,0,2,1,3,5,4,0,4,4,2005,2,0,0,2,2,1,53,0,0,0,0,0,0,6,2006,3,4,0,0,1,71,24,1,84500
120,4,4.0943445622221,8.502688505213357,1,2,3,1,4,2,3,5,1,3,5,6,5,1976,1976,2,1,6,6,3,0.0,3,3,3,2,3,3,3,120,5,0,958,1078,2,3,1,3,6.86484777797086,0,0,6.86484777797086,0,0,2,0,2,1,3,5,4,1,3,4,1977,1,2,440,2,2,2,0,205,0,0,0,0,0,2,2007,3,4,1,0,0,31,31,30,128000
45,3,4.007333185232471,8.38662882139512,1,2,2,1,4,2,20,4,1,4,0,5,7,1930,1950,2,1,3,7,3,0.0,3,2,2,3,3,3,0,116,5,0,556,672,2,4,1,3,6.733401891837359,0,0,6.733401891837359,0,0,1,0,3,1,3,5,4,1,3,4,2005,2,0,0,2,2,1,0,0,0,0,0,0,0,6,2007,3,4,0,0,1,77,57,2,87000
60,4,4.23410650459726,8.934586870389676,1,3,3,1,4,2,22,0,1,4,4,6,5,1966,1966,2,1,10,10,2,266.0,3,3,3,3,3,3,2,512,5,0,148,660,2,3,1,3,6.492239835020471,688,0,7.206377291472252,0,0,1,1,3,1,3,6,4,1,2,4,1966,1,2,453,2,2,2,188,108,0,0,0,0,0,7,2006,3,4,0,0,0,40,40,40,155000
20,4,4.23410650459726,9.101975347298058,1,3,3,1,4,2,22,5,1,4,5,5,7,1958,1991,2,1,6,6,2,85.0,3,3,3,3,3,3,1,567,2,28,413,1008,2,3,1,2,6.959398512133975,0,0,6.959398512133975,0,1,1,1,3,1,1,6,4,0,4,0,1998,1,2,750,2,2,2,0,80,0,180,0,0,0,7,2006,3,2,0,0,0,48,15,8,150000
60,4,4.477336814478207,9.560997243589352,1,3,3,1,3,2,22,5,1,4,4,7,6,1966,1966,2,1,8,9,2,309.0,3,3,3,3,3,3,1,445,5,0,479,924,2,4,1,3,7.103322062526113,941,0,7.676473646389156,0,0,2,1,4,1,2,8,4,2,4,4,1966,0,2,487,2,2,2,105,66,0,0,0,0,0,5,2006,3,4,0,0,0,40,40,40,226000
60,4,4.0943445622221,9.411156511406302,1,2,3,1,3,2,17,5,1,4,4,6,5,2000,2000,2,1,10,10,2,40.0,2,3,4,2,3,3,4,695,5,0,297,992,2,4,1,3,6.92951677076365,1032,0,7.627544390488503,1,0,2,1,3,1,2,7,4,1,3,2,2000,1,2,390,2,2,2,24,48,0,0,0,0,0,7,2009,3,4,1,0,0,9,9,9,244000
20,4,4.31748811353631,8.90761234131913,1,3,3,1,3,2,22,5,1,4,5,5,6,1959,2002,2,1,8,9,3,0.0,3,3,3,3,3,3,1,405,5,0,658,1063,2,2,1,3,7.190676034332207,0,0,7.190676034332207,1,0,1,0,3,1,2,7,4,0,4,3,1974,2,2,624,2,2,2,0,0,0,0,0,0,0,7,2007,3,4,0,0,0,48,5,33,150750
